date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:22:39	760970/760970	---M--	200	added ('OK')	image/png	etag:%225dde375c-b9c8a%22	https://naturamoz.org.mz/static/home2/fotos/videos/wiorimar.png	E:/explicador/NaturaWebSite/naturamoz.org.mz/static/home2/fotos/videos/wiorimar.png	(from https://naturamoz.org.mz/videos/)
18:22:40	15214/15214	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202019%2016:23:35%20GMT	https://naturamoz.org.mz/blog/6/	E:/explicador/NaturaWebSite/naturamoz.org.mz/blog/6/index.html	(from https://naturamoz.org.mz/blog/)
18:22:40	118471/118471	---M--	200	added ('OK')	image/jpeg	etag:%225dc08d54-1cec7%22	https://naturamoz.org.mz/media/home/34519787-c08b-4b4f-9ca3-bb888d308d9d.jpg	E:/explicador/NaturaWebSite/naturamoz.org.mz/media/home/34519787-c08b-4b4f-9ca3-bb888d308d9d.jpg	(from https://naturamoz.org.mz/blog/)
18:22:41	14475/14475	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202019%2016:23:37%20GMT	https://naturamoz.org.mz/blog/7/	E:/explicador/NaturaWebSite/naturamoz.org.mz/blog/7/index.html	(from https://naturamoz.org.mz/blog/)
18:22:41	114509/114509	---M--	200	added ('OK')	image/jpeg	etag:%225dcd3fae-1bf4d%22	https://naturamoz.org.mz/media/home/88a1da12-0a93-4d53-ae41-453c59af0278.jpg	E:/explicador/NaturaWebSite/naturamoz.org.mz/media/home/88a1da12-0a93-4d53-ae41-453c59af0278.jpg	(from https://naturamoz.org.mz/blog/)
18:22:42	14444/14444	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202019%2016:23:38%20GMT	https://naturamoz.org.mz/blog/8/	E:/explicador/NaturaWebSite/naturamoz.org.mz/blog/8/index.html	(from https://naturamoz.org.mz/blog/)
18:22:44	261087/261087	---M--	200	added ('OK')	image/jpeg	etag:%225dcd4942-3fbdf%22	https://naturamoz.org.mz/media/home/b50b1695-086f-412a-bad9-832984c1a408.jpg	E:/explicador/NaturaWebSite/naturamoz.org.mz/media/home/b50b1695-086f-412a-bad9-832984c1a408.jpg	(from https://naturamoz.org.mz/blog/)
18:22:44	14402/14402	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202019%2016:23:39%20GMT	https://naturamoz.org.mz/blog/9/	E:/explicador/NaturaWebSite/naturamoz.org.mz/blog/9/index.html	(from https://naturamoz.org.mz/blog/)
18:22:46	236091/236091	---M--	200	added ('OK')	image/jpeg	etag:%225dcd9239-39a3b%22	https://naturamoz.org.mz/media/home/3688630d-48d2-40b2-ace9-af074c9317a5.jpg	E:/explicador/NaturaWebSite/naturamoz.org.mz/media/home/3688630d-48d2-40b2-ace9-af074c9317a5.jpg	(from https://naturamoz.org.mz/blog/)
18:22:46	159877/159877	---M--	200	added ('OK')	image/jpeg	etag:%225dd27a3f-27085%22	https://naturamoz.org.mz/media/home/e45d9c11-914a-460f-9d56-6b8c0a03d3ff.jpg	E:/explicador/NaturaWebSite/naturamoz.org.mz/media/home/e45d9c11-914a-460f-9d56-6b8c0a03d3ff.jpg	(from https://naturamoz.org.mz/blog/)
18:22:46	15243/15243	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202019%2016:23:40%20GMT	https://naturamoz.org.mz/blog/10/	E:/explicador/NaturaWebSite/naturamoz.org.mz/blog/10/index.html	(from https://naturamoz.org.mz/blog/)
18:22:47	599058/599058	---M--	200	added ('OK')	image/jpeg	etag:%225dcd8d21-92412%22	https://naturamoz.org.mz/media/home/ea1dd106-2d06-4f6c-8992-33c44541ba6f.jpg	E:/explicador/NaturaWebSite/naturamoz.org.mz/media/home/ea1dd106-2d06-4f6c-8992-33c44541ba6f.jpg	(from https://naturamoz.org.mz/blog/)
18:22:47	19629/19629	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202019%2016:23:42%20GMT	https://naturamoz.org.mz/blog/11/	E:/explicador/NaturaWebSite/naturamoz.org.mz/blog/11/index.html	(from https://naturamoz.org.mz/blog/)
18:22:48	15361/15361	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202019%2016:23:43%20GMT	https://naturamoz.org.mz/blog/12/	E:/explicador/NaturaWebSite/naturamoz.org.mz/blog/12/index.html	(from https://naturamoz.org.mz/blog/)
18:22:48	122119/122119	---M--	200	added ('OK')	image/jpeg	etag:%225de8d266-1dd07%22	https://naturamoz.org.mz/media/home/0ed72b83-b063-4f37-a3ff-9889afefd62f.jpg	E:/explicador/NaturaWebSite/naturamoz.org.mz/media/home/0ed72b83-b063-4f37-a3ff-9889afefd62f.jpg	(from https://naturamoz.org.mz/blog/)
18:22:49	15179/15179	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202019%2016:23:44%20GMT	https://naturamoz.org.mz/blog/13/	E:/explicador/NaturaWebSite/naturamoz.org.mz/blog/13/index.html	(from https://naturamoz.org.mz/blog/)
18:22:49	250997/250997	---M--	200	added ('OK')	image/jpeg	etag:%225dd28003-3d475%22	https://naturamoz.org.mz/media/home/57b5f3d4-50c8-43d9-9566-0d0842a30a03.jpg	E:/explicador/NaturaWebSite/naturamoz.org.mz/media/home/57b5f3d4-50c8-43d9-9566-0d0842a30a03.jpg	(from https://naturamoz.org.mz/blog/)
18:22:49	90024/90024	---M--	200	added ('OK')	image/jpeg	etag:%225de8daaf-15fa8%22	https://naturamoz.org.mz/media/home/9432840d-9f3d-46c1-b089-c0454d20894c.jpg	E:/explicador/NaturaWebSite/naturamoz.org.mz/media/home/9432840d-9f3d-46c1-b089-c0454d20894c.jpg	(from https://naturamoz.org.mz/blog/)
18:22:50	279993/279993	---M--	200	added ('OK')	image/jpeg	etag:%225dee1a00-445b9%22	https://naturamoz.org.mz/media/home/a125feaa-0275-4d88-bdff-b878aaa56b70.jpg	E:/explicador/NaturaWebSite/naturamoz.org.mz/media/home/a125feaa-0275-4d88-bdff-b878aaa56b70.jpg	(from https://naturamoz.org.mz/blog/)
18:22:50	17702/17702	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202019%2016:23:45%20GMT	https://naturamoz.org.mz/blog/14/	E:/explicador/NaturaWebSite/naturamoz.org.mz/blog/14/index.html	(from https://naturamoz.org.mz/blog/)
18:22:50	15014/15014	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202019%2016:23:45%20GMT	https://naturamoz.org.mz/blog/15/	E:/explicador/NaturaWebSite/naturamoz.org.mz/blog/15/index.html	(from https://naturamoz.org.mz/blog/)
18:22:50	2274/2274	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202019%2016:23:46%20GMT	https://naturamoz.org.mz/admin/login/?next=/admin/	E:/explicador/NaturaWebSite/naturamoz.org.mz/admin/login/indexfa33.html	(from https://naturamoz.org.mz/admin/)
18:22:51	61644/61644	---M--	200	added ('OK')	image/jpeg	etag:%225dbbf79a-f0cc%22	https://naturamoz.org.mz/media/home/0b1b11e8-2718-4126-8e17-7d9635c087d5.jpg	E:/explicador/NaturaWebSite/naturamoz.org.mz/media/home/0b1b11e8-2718-4126-8e17-7d9635c087d5.jpg	(from https://naturamoz.org.mz/project/9/)
18:22:52	96362/96362	---M--	200	added ('OK')	image/jpeg	etag:%225dd7d552-1786a%22	https://naturamoz.org.mz/media/home/7da8d8a6-cd6c-4f4f-bc7c-3d3fd435277b.jpg	E:/explicador/NaturaWebSite/naturamoz.org.mz/media/home/7da8d8a6-cd6c-4f4f-bc7c-3d3fd435277b.jpg	(from https://naturamoz.org.mz/project/9/)
18:22:54	136462/136462	---M--	200	added ('OK')	image/jpeg	etag:%225dcdc59b-2150e%22	https://naturamoz.org.mz/media/home/49068ff8-cd31-4943-8a40-5242cc302042.jpg	E:/explicador/NaturaWebSite/naturamoz.org.mz/media/home/49068ff8-cd31-4943-8a40-5242cc302042.jpg	(from https://naturamoz.org.mz/project/3/)
18:22:55	416735/416735	---M--	200	added ('OK')	image/jpeg	etag:%225dcdc162-65bdf%22	https://naturamoz.org.mz/media/home/d661fd9e-2faf-4856-a351-fc2a9b556575.jpg	E:/explicador/NaturaWebSite/naturamoz.org.mz/media/home/d661fd9e-2faf-4856-a351-fc2a9b556575.jpg	(from https://naturamoz.org.mz/project/3/)
18:22:56	287360/287360	---M--	200	added ('OK')	image/jpeg	etag:%225dcdc2d2-46280%22	https://naturamoz.org.mz/media/home/cc274917-1cbb-4bca-a81b-b21b29dc8072.jpg	E:/explicador/NaturaWebSite/naturamoz.org.mz/media/home/cc274917-1cbb-4bca-a81b-b21b29dc8072.jpg	(from https://naturamoz.org.mz/project/3/)
18:22:56	85496/85496	---M--	200	added ('OK')	image/jpeg	etag:%225dd3ab1e-14df8%22	https://naturamoz.org.mz/media/home/95368b59-52d2-4e85-b744-c6e8534c0e9c.jpg	E:/explicador/NaturaWebSite/naturamoz.org.mz/media/home/95368b59-52d2-4e85-b744-c6e8534c0e9c.jpg	(from https://naturamoz.org.mz/project/5/)
18:22:57	271210/271210	---M--	200	added ('OK')	image/jpeg	etag:%225dcdc8d9-4236a%22	https://naturamoz.org.mz/media/home/0820bb08-c641-4444-9b04-6208c0ac754d.jpg	E:/explicador/NaturaWebSite/naturamoz.org.mz/media/home/0820bb08-c641-4444-9b04-6208c0ac754d.jpg	(from https://naturamoz.org.mz/project/5/)
18:22:59	204990/204990	---M--	200	added ('OK')	image/jpeg	etag:%225dce7814-320be%22	https://naturamoz.org.mz/media/home/2c5bad0d-a93c-4adf-8efc-d58f4811d3d9.jpg	E:/explicador/NaturaWebSite/naturamoz.org.mz/media/home/2c5bad0d-a93c-4adf-8efc-d58f4811d3d9.jpg	(from https://naturamoz.org.mz/project/8/)
18:23:00	181769/181769	---M--	200	added ('OK')	image/jpeg	etag:%225db966ee-2c609%22	https://naturamoz.org.mz/static/gallery2/images/banner2.jpg	E:/explicador/NaturaWebSite/naturamoz.org.mz/static/gallery2/images/banner2.jpg	(from https://naturamoz.org.mz/static/gallery2/css/style.css)
18:23:00	182848/182848	---M--	200	added ('OK')	image/jpeg	etag:%225db966ee-2ca40%22	https://naturamoz.org.mz/static/gallery2/images/banner1.jpg	E:/explicador/NaturaWebSite/naturamoz.org.mz/static/gallery2/images/banner1.jpg	(from https://naturamoz.org.mz/static/gallery2/css/style.css)
18:23:01	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225db966ed-2876e%22	https://naturamoz.org.mz/static/gallery2/fonts/fontawesome-webfont.eot?	E:/explicador/NaturaWebSite/naturamoz.org.mz/static/gallery2/fonts/fontawesome-webfontd41d.eot	(from https://naturamoz.org.mz/static/gallery2/css/font-awesome.css)
18:23:01	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225db966ed-2876e%22	https://naturamoz.org.mz/static/gallery2/fonts/fontawesome-webfont.eot?v=4.7.0	E:/explicador/NaturaWebSite/naturamoz.org.mz/static/gallery2/fonts/fontawesome-webfont3e6e.eot	(from https://naturamoz.org.mz/static/gallery2/css/font-awesome.css)
18:23:01	77160/77160	---M--	200	added ('OK')	application/octet-stream	etag:%225db966ed-12d68%22	https://naturamoz.org.mz/static/gallery2/fonts/fontawesome-webfont.woff2?v=4.7.0	E:/explicador/NaturaWebSite/naturamoz.org.mz/static/gallery2/fonts/fontawesome-webfont3e6e.woff2	(from https://naturamoz.org.mz/static/gallery2/css/font-awesome.css)
18:23:03	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%225db966ed-286ac%22	https://naturamoz.org.mz/static/gallery2/fonts/fontawesome-webfont.ttf?v=4.7.0	E:/explicador/NaturaWebSite/naturamoz.org.mz/static/gallery2/fonts/fontawesome-webfont3e6e.ttf	(from https://naturamoz.org.mz/static/gallery2/css/font-awesome.css)
18:23:03	98024/98024	---M--	200	added ('OK')	application/font-woff	etag:%225db966ed-17ee8%22	https://naturamoz.org.mz/static/gallery2/fonts/fontawesome-webfont.woff?v=4.7.0	E:/explicador/NaturaWebSite/naturamoz.org.mz/static/gallery2/fonts/fontawesome-webfont3e6e.woff	(from https://naturamoz.org.mz/static/gallery2/css/font-awesome.css)
18:23:04	419/419	---M--	200	added ('OK')	image/png	etag:%225db966ee-1a3%22	https://naturamoz.org.mz/static/gallery2/images/left.png	E:/explicador/NaturaWebSite/naturamoz.org.mz/static/gallery2/images/left.png	(from https://naturamoz.org.mz/static/gallery2/css/chocolat.css)
18:23:04	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225db966ed-6c7db%22	https://naturamoz.org.mz/static/gallery2/fonts/fontawesome-webfont.svg?v=4.7.0	E:/explicador/NaturaWebSite/naturamoz.org.mz/static/gallery2/fonts/fontawesome-webfont3e6e.svg	(from https://naturamoz.org.mz/static/gallery2/css/font-awesome.css)
18:23:05	419/419	---M--	200	added ('OK')	image/png	etag:%225db966ee-1a3%22	https://naturamoz.org.mz/static/gallery2/images/right.png	E:/explicador/NaturaWebSite/naturamoz.org.mz/static/gallery2/images/right.png	(from https://naturamoz.org.mz/static/gallery2/css/chocolat.css)
18:23:05	421/421	---M--	200	added ('OK')	image/png	etag:%225db966ee-1a5%22	https://naturamoz.org.mz/static/gallery2/images/close.png	E:/explicador/NaturaWebSite/naturamoz.org.mz/static/gallery2/images/close.png	(from https://naturamoz.org.mz/static/gallery2/css/chocolat.css)
18:23:06	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202019%2016:24:02%20GMT	https://naturamoz.org.mz/static/gallery2/images/loading.gif	E:/explicador/NaturaWebSite/naturamoz.org.mz/static/gallery2/images/loading.gif	(from https://naturamoz.org.mz/static/gallery2/css/chocolat.css)
18:23:08	96530/96530	---M--	200	added ('OK')	image/jpeg	etag:%225db966ee-17912%22	https://naturamoz.org.mz/static/videos/images/bg.jpg	E:/explicador/NaturaWebSite/naturamoz.org.mz/static/videos/images/bg.jpg	(from https://naturamoz.org.mz/static/videos/css/style.css)
18:23:08	1362/1362	---M--	200	added ('OK')	image/png	etag:%225db966ee-552%22	https://naturamoz.org.mz/static/videos/images/fb/fancybox_sprite.png	E:/explicador/NaturaWebSite/naturamoz.org.mz/static/videos/images/fb/fancybox_sprite.png	(from https://naturamoz.org.mz/static/videos/css/style.css)
18:23:08	6567/6567	---M--	200	added ('OK')	image/gif	etag:%225db966ee-19a7%22	https://naturamoz.org.mz/static/videos/images/fb/fancybox_loading.gif	E:/explicador/NaturaWebSite/naturamoz.org.mz/static/videos/images/fb/fancybox_loading.gif	(from https://naturamoz.org.mz/static/videos/css/style.css)
18:23:09	43/43	---M--	200	added ('OK')	image/gif	etag:%225db966ee-2b%22	https://naturamoz.org.mz/static/videos/images/fb/blank.gif	E:/explicador/NaturaWebSite/naturamoz.org.mz/static/videos/images/fb/blank.gif	(from https://naturamoz.org.mz/static/videos/css/style.css)
18:23:10	1003/1003	---M--	200	added ('OK')	image/png	etag:%225db966ee-3eb%22	https://naturamoz.org.mz/static/videos/images/fb/fancybox_overlay.png	E:/explicador/NaturaWebSite/naturamoz.org.mz/static/videos/images/fb/fancybox_overlay.png	(from https://naturamoz.org.mz/static/videos/css/style.css)
18:23:10	6553/6553	---M--	200	added ('OK')	image/png	etag:%225db966ee-1999%22	https://naturamoz.org.mz/static/videos/images/fb/fancybox_sprite@2x.png	E:/explicador/NaturaWebSite/naturamoz.org.mz/static/videos/images/fb/fancybox_sprite@2x.png	(from https://naturamoz.org.mz/static/videos/css/style.css)
18:23:11	13984/13984	---M--	200	added ('OK')	image/gif	etag:%225db966ee-36a0%22	https://naturamoz.org.mz/static/videos/images/fb/fancybox_loading@2x.gif	E:/explicador/NaturaWebSite/naturamoz.org.mz/static/videos/images/fb/fancybox_loading@2x.gif	(from https://naturamoz.org.mz/static/videos/css/style.css)
18:23:12	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202019%2016:24:08%20GMT	https://naturamoz.org.mz/static/blog2/images/search.png	E:/explicador/NaturaWebSite/naturamoz.org.mz/static/blog2/images/search.png	(from https://naturamoz.org.mz/static/blog2/blog/style.css)
18:23:13	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202019%2016:24:08%20GMT	https://naturamoz.org.mz/static/blog2/images/more.png	E:/explicador/NaturaWebSite/naturamoz.org.mz/static/blog2/images/more.png	(from https://naturamoz.org.mz/static/blog2/blog/style.css)
18:23:13	178/178	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Dec%202019%2016:24:09%20GMT	https://naturamoz.org.mz/static/blog2/images/icon3.png	E:/explicador/NaturaWebSite/naturamoz.org.mz/static/blog2/images/icon3.png	(from https://naturamoz.org.mz/static/blog2/blog/style.css)
18:23:16	155758/155758	---M-Z	200	added ('OK')	text/css	etag:%221550076050%22	https://stackpath.bootstrapcdn.com/bootstrap/4.3.1/css/bootstrap.min.css	E:/explicador/NaturaWebSite/stackpath.bootstrapcdn.com/bootstrap/4.3.1/css/bootstrap.min.css	(from https://naturamoz.org.mz/admin/login/?next=/admin/)
18:23:17	15071/15071	---M--	200	added ('OK')	image/png	etag:%225d6e6788-3adf%22	https://naturamoz.org.mz/static/home/img/natura.png	E:/explicador/NaturaWebSite/naturamoz.org.mz/static/home/img/natura.png	(from https://naturamoz.org.mz/admin/login/?next=/admin/)
18:23:19	69917/69917	---M-Z	200	added ('OK')	application/javascript	etag:W/%225a637bd4-1111d%22	https://code.jquery.com/jquery-3.3.1.slim.min.js	E:/explicador/NaturaWebSite/code.jquery.com/jquery-3.3.1.slim.min.js	(from https://naturamoz.org.mz/admin/login/?next=/admin/)
18:23:21	21004/21004	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c5043f8-520c%22	https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.14.7/umd/popper.min.js	E:/explicador/NaturaWebSite/cdnjs.cloudflare.com/ajax/libs/popper.js/1.14.7/umd/popper.min.js	(from https://naturamoz.org.mz/admin/login/?next=/admin/)
18:23:21	58072/58072	---M-Z	200	added ('OK')	text/javascript	etag:%221550076057%22	https://stackpath.bootstrapcdn.com/bootstrap/4.3.1/js/bootstrap.min.js	E:/explicador/NaturaWebSite/stackpath.bootstrapcdn.com/bootstrap/4.3.1/js/bootstrap.min.js	(from https://naturamoz.org.mz/admin/login/?next=/admin/)
